@relation 'Alzh_test-weka.filters.unsupervised.attribute.Remove-R1-5,7-16'

@attribute Topic numeric
@attribute Stratification2 numeric
@attribute Geolocation numeric
@attribute Class {'Overall Health','Cognitive Decline','Screenings and Vaccines',Caregiving,'Smoking and Alcohol Use','Mental Health','Nutrition/Physical Activity/Obesity'}

@data
20,3,29,'Overall Health'
22,6,23,'Overall Health'
4,1,48,'Screenings and Vaccines'
23,7,50,Caregiving
15,5,9,'Smoking and Alcohol Use'
22,4,12,'Overall Health'
25,7,18,Caregiving
5,7,21,'Screenings and Vaccines'
4,5,21,'Screenings and Vaccines'
33,4,22,'Nutrition/Physical Activity/Obesity'
30,5,26,'Cognitive Decline'
27,6,1,Caregiving
5,5,6,'Screenings and Vaccines'
20,6,32,'Overall Health'
29,7,39,'Overall Health'
21,5,16,'Overall Health'
18,6,39,'Cognitive Decline'
30,7,5,'Cognitive Decline'
18,6,27,'Cognitive Decline'
9,5,24,'Nutrition/Physical Activity/Obesity'
19,6,12,'Overall Health'
18,4,8,'Cognitive Decline'
4,1,8,'Screenings and Vaccines'
16,6,48,'Mental Health'
11,6,52,'Nutrition/Physical Activity/Obesity'
30,2,33,'Cognitive Decline'
24,7,9,Caregiving
19,1,1,'Overall Health'
2,1,3,'Overall Health'
11,3,26,'Nutrition/Physical Activity/Obesity'
1,5,36,'Mental Health'
28,7,39,'Overall Health'
12,3,1,'Smoking and Alcohol Use'
18,5,5,'Cognitive Decline'
11,6,7,'Nutrition/Physical Activity/Obesity'
13,7,31,'Screenings and Vaccines'
21,6,15,'Overall Health'
27,1,35,Caregiving
32,2,40,'Nutrition/Physical Activity/Obesity'
24,2,38,Caregiving
35,6,43,'Overall Health'
10,3,36,'Screenings and Vaccines'
20,7,10,'Overall Health'
15,2,38,'Smoking and Alcohol Use'
37,3,38,'Screenings and Vaccines'
18,4,6,'Cognitive Decline'
10,7,38,'Screenings and Vaccines'
10,4,21,'Screenings and Vaccines'
16,6,25,'Mental Health'
16,6,5,'Mental Health'
9,6,12,'Nutrition/Physical Activity/Obesity'
8,3,14,'Screenings and Vaccines'
29,6,33,'Overall Health'
21,2,1,'Overall Health'
35,2,34,'Overall Health'
11,3,51,'Nutrition/Physical Activity/Obesity'
19,7,51,'Overall Health'
28,2,11,'Overall Health'
35,6,46,'Overall Health'
15,5,11,'Smoking and Alcohol Use'
16,6,27,'Mental Health'
10,6,16,'Screenings and Vaccines'
12,5,7,'Smoking and Alcohol Use'
3,3,15,'Overall Health'
11,1,31,'Nutrition/Physical Activity/Obesity'
29,3,37,'Overall Health'
9,6,6,'Nutrition/Physical Activity/Obesity'
29,5,37,'Overall Health'
6,3,39,'Screenings and Vaccines'
19,4,27,'Overall Health'
28,4,30,'Overall Health'
33,4,13,'Nutrition/Physical Activity/Obesity'
25,4,25,Caregiving
1,3,48,'Mental Health'
8,5,29,'Screenings and Vaccines'
8,6,48,'Screenings and Vaccines'
19,3,48,'Overall Health'
7,3,54,'Screenings and Vaccines'
23,5,45,Caregiving
13,6,34,'Screenings and Vaccines'
29,7,1,'Overall Health'
2,2,21,'Overall Health'
12,5,6,'Smoking and Alcohol Use'
4,4,54,'Screenings and Vaccines'
20,6,9,'Overall Health'
4,7,23,'Screenings and Vaccines'
35,4,13,'Overall Health'
32,6,4,'Nutrition/Physical Activity/Obesity'
6,7,32,'Screenings and Vaccines'
4,7,30,'Screenings and Vaccines'
16,2,50,'Mental Health'
28,7,12,'Overall Health'
30,7,46,'Cognitive Decline'
36,5,6,'Screenings and Vaccines'
24,3,37,Caregiving
37,2,1,'Screenings and Vaccines'
7,3,35,'Screenings and Vaccines'
8,2,21,'Screenings and Vaccines'
9,2,39,'Nutrition/Physical Activity/Obesity'
8,5,20,'Screenings and Vaccines'
1,6,17,'Mental Health'
1,7,48,'Mental Health'
15,4,36,'Smoking and Alcohol Use'
21,5,27,'Overall Health'
13,7,50,'Screenings and Vaccines'
22,7,31,'Overall Health'
28,6,15,'Overall Health'
39,4,13,'Overall Health'
22,1,24,'Overall Health'
24,6,24,Caregiving
19,3,19,'Overall Health'
36,1,44,'Screenings and Vaccines'
29,2,33,'Overall Health'
37,5,22,'Screenings and Vaccines'
12,3,41,'Smoking and Alcohol Use'
16,7,32,'Mental Health'
9,3,16,'Nutrition/Physical Activity/Obesity'
1,6,53,'Mental Health'
16,7,14,'Mental Health'
32,7,27,'Nutrition/Physical Activity/Obesity'
2,4,32,'Overall Health'
34,1,12,'Overall Health'
21,1,21,'Overall Health'
20,6,37,'Overall Health'
19,1,26,'Overall Health'
13,7,21,'Screenings and Vaccines'
27,6,24,Caregiving
15,6,28,'Smoking and Alcohol Use'
28,3,3,'Overall Health'
35,1,14,'Overall Health'
11,1,48,'Nutrition/Physical Activity/Obesity'
10,4,54,'Screenings and Vaccines'
24,6,11,Caregiving
23,7,41,Caregiving
1,6,14,'Mental Health'
2,1,15,'Overall Health'
12,6,32,'Smoking and Alcohol Use'
9,2,12,'Nutrition/Physical Activity/Obesity'
35,2,52,'Overall Health'
17,1,40,'Cognitive Decline'
34,2,33,'Overall Health'
35,2,53,'Overall Health'
15,5,3,'Smoking and Alcohol Use'
11,7,20,'Nutrition/Physical Activity/Obesity'
16,5,26,'Mental Health'
16,5,10,'Mental Health'
35,7,29,'Overall Health'
3,4,25,'Overall Health'
24,6,47,Caregiving
35,5,22,'Overall Health'
33,5,2,'Nutrition/Physical Activity/Obesity'
29,6,22,'Overall Health'
8,3,21,'Screenings and Vaccines'
24,6,26,Caregiving
22,3,12,'Overall Health'
10,2,11,'Screenings and Vaccines'
30,7,10,'Cognitive Decline'
2,5,28,'Overall Health'
35,6,43,'Overall Health'
3,6,4,'Overall Health'
13,2,45,'Screenings and Vaccines'
10,7,14,'Screenings and Vaccines'
23,2,39,Caregiving
4,7,12,'Screenings and Vaccines'
4,4,30,'Screenings and Vaccines'
30,6,22,'Cognitive Decline'
2,3,1,'Overall Health'
25,1,39,Caregiving
15,7,19,'Smoking and Alcohol Use'
9,2,4,'Nutrition/Physical Activity/Obesity'
11,4,54,'Nutrition/Physical Activity/Obesity'
38,7,20,'Overall Health'
15,6,38,'Smoking and Alcohol Use'
14,3,30,'Screenings and Vaccines'
33,3,5,'Nutrition/Physical Activity/Obesity'
36,6,43,'Screenings and Vaccines'
7,5,47,'Screenings and Vaccines'
21,1,38,'Overall Health'
7,3,22,'Screenings and Vaccines'
20,1,11,'Overall Health'
4,7,9,'Screenings and Vaccines'
34,7,26,'Overall Health'
14,2,32,'Screenings and Vaccines'
22,3,22,'Overall Health'
16,2,15,'Mental Health'
6,3,18,'Screenings and Vaccines'
16,6,7,'Mental Health'
21,7,12,'Overall Health'
35,6,54,'Overall Health'
30,1,9,'Cognitive Decline'
35,2,23,'Overall Health'
23,3,4,Caregiving
27,6,10,Caregiving
16,1,38,'Mental Health'
12,6,18,'Smoking and Alcohol Use'
30,2,47,'Cognitive Decline'
19,6,34,'Overall Health'
9,6,30,'Nutrition/Physical Activity/Obesity'
14,2,1,'Screenings and Vaccines'
33,4,4,'Nutrition/Physical Activity/Obesity'
30,6,39,'Cognitive Decline'
20,7,41,'Overall Health'
15,1,10,'Smoking and Alcohol Use'
8,7,54,'Screenings and Vaccines'
7,7,27,'Screenings and Vaccines'
21,6,1,'Overall Health'
4,6,19,'Screenings and Vaccines'
22,3,12,'Overall Health'
16,4,29,'Mental Health'
35,1,7,'Overall Health'
19,3,29,'Overall Health'
19,7,37,'Overall Health'
20,2,15,'Overall Health'
20,2,31,'Overall Health'
18,6,52,'Cognitive Decline'
24,3,25,Caregiving
34,4,24,'Overall Health'
5,1,24,'Screenings and Vaccines'
31,2,9,'Cognitive Decline'
8,7,1,'Screenings and Vaccines'
16,7,47,'Mental Health'
28,5,46,'Overall Health'
14,3,29,'Screenings and Vaccines'
22,2,14,'Overall Health'
15,6,10,'Smoking and Alcohol Use'
13,5,45,'Screenings and Vaccines'
7,5,10,'Screenings and Vaccines'
35,6,45,'Overall Health'
21,6,38,'Overall Health'
33,4,37,'Nutrition/Physical Activity/Obesity'
12,1,50,'Smoking and Alcohol Use'
20,4,43,'Overall Health'
35,6,33,'Overall Health'
16,6,36,'Mental Health'
23,5,7,Caregiving
1,2,30,'Mental Health'
14,6,2,'Screenings and Vaccines'
22,6,34,'Overall Health'
3,2,28,'Overall Health'
19,3,32,'Overall Health'
10,7,38,'Screenings and Vaccines'
20,4,46,'Overall Health'
9,6,34,'Nutrition/Physical Activity/Obesity'
19,6,18,'Overall Health'
13,5,28,'Screenings and Vaccines'
35,5,24,'Overall Health'
12,3,38,'Smoking and Alcohol Use'
1,7,50,'Mental Health'
2,6,45,'Overall Health'
12,4,11,'Smoking and Alcohol Use'
31,4,39,'Cognitive Decline'
37,5,26,'Screenings and Vaccines'
21,6,12,'Overall Health'
2,6,36,'Overall Health'
13,7,22,'Screenings and Vaccines'
5,5,43,'Screenings and Vaccines'
12,6,45,'Smoking and Alcohol Use'
29,5,4,'Overall Health'
16,1,10,'Mental Health'
4,6,24,'Screenings and Vaccines'
6,1,41,'Screenings and Vaccines'
23,3,4,Caregiving
31,3,8,'Cognitive Decline'
27,6,39,Caregiving
12,7,53,'Smoking and Alcohol Use'
29,6,48,'Overall Health'
20,5,2,'Overall Health'
32,4,12,'Nutrition/Physical Activity/Obesity'
27,4,46,Caregiving
22,2,50,'Overall Health'
22,7,6,'Overall Health'
28,6,5,'Overall Health'
29,2,10,'Overall Health'
2,3,48,'Overall Health'
14,5,16,'Screenings and Vaccines'
11,4,33,'Nutrition/Physical Activity/Obesity'
1,1,38,'Mental Health'
20,3,31,'Overall Health'
19,5,46,'Overall Health'
13,3,47,'Screenings and Vaccines'
13,6,50,'Screenings and Vaccines'
4,5,27,'Screenings and Vaccines'
21,6,12,'Overall Health'
34,6,9,'Overall Health'
31,6,39,'Cognitive Decline'
13,2,7,'Screenings and Vaccines'
35,2,47,'Overall Health'
16,6,54,'Mental Health'
6,5,35,'Screenings and Vaccines'
34,2,25,'Overall Health'
36,3,25,'Screenings and Vaccines'
19,5,11,'Overall Health'
2,3,40,'Overall Health'
18,5,31,'Cognitive Decline'
35,1,10,'Overall Health'
13,5,32,'Screenings and Vaccines'
32,4,26,'Nutrition/Physical Activity/Obesity'
4,3,21,'Screenings and Vaccines'
14,3,22,'Screenings and Vaccines'
23,3,1,Caregiving
21,7,12,'Overall Health'
22,7,37,'Overall Health'
18,1,9,'Cognitive Decline'
1,6,13,'Mental Health'
2,6,54,'Overall Health'
20,1,37,'Overall Health'
24,2,26,Caregiving
8,5,12,'Screenings and Vaccines'
28,3,24,'Overall Health'
4,2,21,'Screenings and Vaccines'
22,4,47,'Overall Health'
12,1,27,'Smoking and Alcohol Use'
2,5,53,'Overall Health'
22,5,52,'Overall Health'
1,4,46,'Mental Health'
28,4,35,'Overall Health'
8,1,54,'Screenings and Vaccines'
12,2,20,'Smoking and Alcohol Use'
13,3,53,'Screenings and Vaccines'
3,6,32,'Overall Health'
12,4,14,'Smoking and Alcohol Use'
24,4,9,Caregiving
9,6,40,'Nutrition/Physical Activity/Obesity'
34,2,35,'Overall Health'
24,7,35,Caregiving
15,4,11,'Smoking and Alcohol Use'
13,5,53,'Screenings and Vaccines'
4,2,14,'Screenings and Vaccines'
15,5,29,'Smoking and Alcohol Use'
29,7,47,'Overall Health'
15,1,11,'Smoking and Alcohol Use'
34,3,14,'Overall Health'
4,1,25,'Screenings and Vaccines'
30,7,37,'Cognitive Decline'
35,4,50,'Overall Health'
18,1,8,'Cognitive Decline'
4,5,20,'Screenings and Vaccines'
6,2,21,'Screenings and Vaccines'
27,4,39,Caregiving
10,7,7,'Screenings and Vaccines'
4,3,49,'Screenings and Vaccines'
12,7,38,'Smoking and Alcohol Use'
11,6,46,'Nutrition/Physical Activity/Obesity'
16,2,49,'Mental Health'
28,4,12,'Overall Health'
17,5,16,'Cognitive Decline'
16,4,15,'Mental Health'
7,7,4,'Screenings and Vaccines'
21,6,1,'Overall Health'
11,1,1,'Nutrition/Physical Activity/Obesity'
15,3,8,'Smoking and Alcohol Use'
22,6,13,'Overall Health'
4,7,3,'Screenings and Vaccines'
7,7,28,'Screenings and Vaccines'
11,2,23,'Nutrition/Physical Activity/Obesity'
31,7,1,'Cognitive Decline'
15,5,53,'Smoking and Alcohol Use'
16,1,32,'Mental Health'
3,7,38,'Overall Health'
16,6,50,'Mental Health'
16,7,27,'Mental Health'
29,3,41,'Overall Health'
38,6,16,'Overall Health'
11,6,10,'Nutrition/Physical Activity/Obesity'
22,4,43,'Overall Health'
1,5,6,'Mental Health'
30,6,39,'Cognitive Decline'
1,3,10,'Mental Health'
36,7,27,'Screenings and Vaccines'
20,6,32,'Overall Health'
36,2,25,'Screenings and Vaccines'
29,3,12,'Overall Health'
28,5,1,'Overall Health'
19,6,44,'Overall Health'
16,4,8,'Mental Health'
6,5,21,'Screenings and Vaccines'
34,7,18,'Overall Health'
11,5,43,'Nutrition/Physical Activity/Obesity'
29,6,49,'Overall Health'
4,6,16,'Screenings and Vaccines'
4,3,27,'Screenings and Vaccines'
13,3,23,'Screenings and Vaccines'
32,3,41,'Nutrition/Physical Activity/Obesity'
37,4,50,'Screenings and Vaccines'
23,1,39,Caregiving
9,3,27,'Nutrition/Physical Activity/Obesity'
14,4,10,'Screenings and Vaccines'
12,4,11,'Smoking and Alcohol Use'
22,2,32,'Overall Health'
14,3,1,'Screenings and Vaccines'
34,1,20,'Overall Health'
2,6,23,'Overall Health'
29,3,30,'Overall Health'
35,6,50,'Overall Health'
35,4,31,'Overall Health'
26,4,3,Caregiving
25,7,2,Caregiving
32,6,12,'Nutrition/Physical Activity/Obesity'
38,4,42,'Overall Health'
13,5,25,'Screenings and Vaccines'
16,2,43,'Mental Health'
23,6,23,Caregiving
1,1,11,'Mental Health'
28,6,16,'Overall Health'
34,1,12,'Overall Health'
18,1,5,'Cognitive Decline'
38,2,24,'Overall Health'
5,7,24,'Screenings and Vaccines'
20,6,12,'Overall Health'
10,3,52,'Screenings and Vaccines'
15,2,50,'Smoking and Alcohol Use'
16,1,25,'Mental Health'
2,5,49,'Overall Health'
11,6,2,'Nutrition/Physical Activity/Obesity'
14,5,54,'Screenings and Vaccines'
3,1,15,'Overall Health'
11,5,12,'Nutrition/Physical Activity/Obesity'
24,4,14,Caregiving
37,5,46,'Screenings and Vaccines'
31,3,8,'Cognitive Decline'
1,3,50,'Mental Health'
12,6,51,'Smoking and Alcohol Use'
6,5,49,'Screenings and Vaccines'
10,6,42,'Screenings and Vaccines'
38,4,54,'Overall Health'
26,6,39,Caregiving
33,7,12,'Nutrition/Physical Activity/Obesity'
25,5,39,Caregiving
1,4,31,'Mental Health'
9,1,38,'Nutrition/Physical Activity/Obesity'
33,2,48,'Nutrition/Physical Activity/Obesity'
5,3,21,'Screenings and Vaccines'
12,1,2,'Smoking and Alcohol Use'
35,7,35,'Overall Health'
9,3,30,'Nutrition/Physical Activity/Obesity'
21,6,27,'Overall Health'
13,5,19,'Screenings and Vaccines'
16,2,11,'Mental Health'
23,3,54,Caregiving
20,3,3,'Overall Health'
12,6,49,'Smoking and Alcohol Use'
15,3,30,'Smoking and Alcohol Use'
17,3,34,'Cognitive Decline'
2,2,32,'Overall Health'
4,7,17,'Screenings and Vaccines'
17,4,14,'Cognitive Decline'
37,6,30,'Screenings and Vaccines'
9,6,31,'Nutrition/Physical Activity/Obesity'
11,1,12,'Nutrition/Physical Activity/Obesity'
33,6,8,'Nutrition/Physical Activity/Obesity'
1,6,48,'Mental Health'
28,3,49,'Overall Health'
36,7,17,'Screenings and Vaccines'
38,7,16,'Overall Health'
24,6,45,Caregiving
6,7,49,'Screenings and Vaccines'
12,4,44,'Smoking and Alcohol Use'
24,7,42,Caregiving
1,4,28,'Mental Health'
18,6,39,'Cognitive Decline'
15,5,31,'Smoking and Alcohol Use'
15,6,46,'Smoking and Alcohol Use'
17,6,1,'Cognitive Decline'
39,5,49,'Overall Health'
11,7,12,'Nutrition/Physical Activity/Obesity'
37,7,31,'Screenings and Vaccines'
36,3,35,'Screenings and Vaccines'
12,1,21,'Smoking and Alcohol Use'
1,2,34,'Mental Health'
9,3,4,'Nutrition/Physical Activity/Obesity'
1,5,24,'Mental Health'
24,4,27,Caregiving
16,4,29,'Mental Health'
1,6,18,'Mental Health'
9,3,14,'Nutrition/Physical Activity/Obesity'
10,6,23,'Screenings and Vaccines'
15,6,42,'Smoking and Alcohol Use'
11,6,25,'Nutrition/Physical Activity/Obesity'
3,6,12,'Overall Health'
25,5,42,Caregiving
13,4,14,'Screenings and Vaccines'
32,4,13,'Nutrition/Physical Activity/Obesity'
1,5,43,'Mental Health'
15,7,2,'Smoking and Alcohol Use'
12,6,23,'Smoking and Alcohol Use'
36,5,11,'Screenings and Vaccines'
1,1,42,'Mental Health'
38,4,31,'Overall Health'
13,4,9,'Screenings and Vaccines'
17,7,20,'Cognitive Decline'
9,1,24,'Nutrition/Physical Activity/Obesity'
35,6,30,'Overall Health'
11,1,4,'Nutrition/Physical Activity/Obesity'
35,1,3,'Overall Health'
11,4,22,'Nutrition/Physical Activity/Obesity'
11,6,2,'Nutrition/Physical Activity/Obesity'
4,6,6,'Screenings and Vaccines'
29,6,3,'Overall Health'
28,3,50,'Overall Health'
24,6,12,Caregiving
21,7,30,'Overall Health'
30,6,47,'Cognitive Decline'
20,1,44,'Overall Health'
2,2,49,'Overall Health'
18,3,39,'Cognitive Decline'
7,5,26,'Screenings and Vaccines'
8,2,24,'Screenings and Vaccines'
16,7,14,'Mental Health'
26,6,11,Caregiving
4,6,18,'Screenings and Vaccines'
9,2,27,'Nutrition/Physical Activity/Obesity'
2,1,9,'Overall Health'
6,7,8,'Screenings and Vaccines'
22,7,12,'Overall Health'
2,3,12,'Overall Health'
19,2,37,'Overall Health'
4,2,39,'Screenings and Vaccines'
19,4,6,'Overall Health'
10,1,30,'Screenings and Vaccines'
22,7,4,'Overall Health'
4,5,49,'Screenings and Vaccines'
22,2,51,'Overall Health'
8,6,50,'Screenings and Vaccines'
4,5,21,'Screenings and Vaccines'
29,2,9,'Overall Health'
6,2,16,'Screenings and Vaccines'
32,3,12,'Nutrition/Physical Activity/Obesity'
11,4,36,'Nutrition/Physical Activity/Obesity'
30,6,2,'Cognitive Decline'
18,4,46,'Cognitive Decline'
26,4,5,Caregiving
36,4,21,'Screenings and Vaccines'
19,2,19,'Overall Health'
25,6,47,Caregiving
29,6,9,'Overall Health'
11,7,14,'Nutrition/Physical Activity/Obesity'
13,6,12,'Screenings and Vaccines'
1,3,6,'Mental Health'
27,1,9,Caregiving
16,7,16,'Mental Health'
13,5,20,'Screenings and Vaccines'
18,2,47,'Cognitive Decline'
14,5,31,'Screenings and Vaccines'
30,6,39,'Cognitive Decline'
37,2,21,'Screenings and Vaccines'
27,1,39,Caregiving
28,5,37,'Overall Health'
34,5,34,'Overall Health'
11,3,12,'Nutrition/Physical Activity/Obesity'
39,5,6,'Overall Health'
18,6,39,'Cognitive Decline'
29,6,45,'Overall Health'
28,4,51,'Overall Health'
33,3,39,'Nutrition/Physical Activity/Obesity'
5,1,9,'Screenings and Vaccines'
15,3,46,'Smoking and Alcohol Use'
35,6,37,'Overall Health'
35,5,3,'Overall Health'
34,7,50,'Overall Health'
16,6,26,'Mental Health'
21,1,42,'Overall Health'
34,2,22,'Overall Health'
7,5,17,'Screenings and Vaccines'
19,3,47,'Overall Health'
4,3,6,'Screenings and Vaccines'
27,4,39,Caregiving
33,7,17,'Nutrition/Physical Activity/Obesity'
28,3,50,'Overall Health'
34,6,15,'Overall Health'
29,6,52,'Overall Health'
35,2,51,'Overall Health'
13,1,21,'Screenings and Vaccines'
15,6,26,'Smoking and Alcohol Use'
29,7,34,'Overall Health'
10,1,27,'Screenings and Vaccines'
28,7,14,'Overall Health'
24,1,24,Caregiving
29,2,12,'Overall Health'
16,4,33,'Mental Health'
29,3,12,'Overall Health'
2,6,11,'Overall Health'
26,6,14,Caregiving
19,2,12,'Overall Health'
9,1,31,'Nutrition/Physical Activity/Obesity'
1,2,11,'Mental Health'
38,2,11,'Overall Health'
22,6,8,'Overall Health'
20,1,38,'Overall Health'
28,2,8,'Overall Health'
14,6,18,'Screenings and Vaccines'
13,3,30,'Screenings and Vaccines'
12,3,6,'Smoking and Alcohol Use'
11,5,25,'Nutrition/Physical Activity/Obesity'
23,7,51,Caregiving
19,6,49,'Overall Health'
32,6,24,'Nutrition/Physical Activity/Obesity'
34,4,33,'Overall Health'
2,7,49,'Overall Health'
27,1,39,Caregiving
26,1,32,Caregiving
19,1,45,'Overall Health'
38,6,34,'Overall Health'
2,5,11,'Overall Health'
27,6,52,Caregiving
32,2,38,'Nutrition/Physical Activity/Obesity'
5,3,21,'Screenings and Vaccines'
19,3,14,'Overall Health'
19,6,16,'Overall Health'
10,6,14,'Screenings and Vaccines'
39,1,5,'Overall Health'
5,7,21,'Screenings and Vaccines'
15,5,38,'Smoking and Alcohol Use'
33,1,11,'Nutrition/Physical Activity/Obesity'
38,5,10,'Overall Health'
27,6,52,Caregiving
6,2,21,'Screenings and Vaccines'
23,7,25,Caregiving
2,6,5,'Overall Health'
23,6,25,Caregiving
17,2,39,'Cognitive Decline'
13,5,27,'Screenings and Vaccines'
11,6,18,'Nutrition/Physical Activity/Obesity'
22,3,30,'Overall Health'
34,6,41,'Overall Health'
34,4,17,'Overall Health'
29,1,42,'Overall Health'
19,2,12,'Overall Health'
11,1,19,'Nutrition/Physical Activity/Obesity'
30,7,39,'Cognitive Decline'
22,1,25,'Overall Health'
28,6,2,'Overall Health'
12,2,26,'Smoking and Alcohol Use'
20,4,3,'Overall Health'
5,3,14,'Screenings and Vaccines'
18,3,11,'Cognitive Decline'
19,7,20,'Overall Health'
35,2,33,'Overall Health'
35,4,28,'Overall Health'
30,6,12,'Cognitive Decline'
4,2,7,'Screenings and Vaccines'
22,2,12,'Overall Health'
2,3,44,'Overall Health'
22,6,39,'Overall Health'
33,3,12,'Nutrition/Physical Activity/Obesity'
31,7,7,'Cognitive Decline'
9,2,21,'Nutrition/Physical Activity/Obesity'
2,3,25,'Overall Health'
1,6,35,'Mental Health'
28,2,4,'Overall Health'
15,3,11,'Smoking and Alcohol Use'
35,7,30,'Overall Health'
35,3,3,'Overall Health'
5,2,22,'Screenings and Vaccines'
2,7,41,'Overall Health'
1,6,42,'Mental Health'
33,5,43,'Nutrition/Physical Activity/Obesity'
30,6,4,'Cognitive Decline'
35,1,53,'Overall Health'
31,1,14,'Cognitive Decline'
29,6,4,'Overall Health'
2,5,48,'Overall Health'
39,1,36,'Overall Health'
9,5,12,'Nutrition/Physical Activity/Obesity'
14,3,21,'Screenings and Vaccines'
20,2,50,'Overall Health'
19,2,28,'Overall Health'
38,2,52,'Overall Health'
25,4,9,Caregiving
34,6,12,'Overall Health'
7,2,3,'Screenings and Vaccines'
11,6,31,'Nutrition/Physical Activity/Obesity'
24,3,39,Caregiving
34,2,48,'Overall Health'
28,4,7,'Overall Health'
5,7,30,'Screenings and Vaccines'
26,6,25,Caregiving
35,2,18,'Overall Health'
32,7,12,'Nutrition/Physical Activity/Obesity'
37,6,21,'Screenings and Vaccines'
31,2,50,'Cognitive Decline'
22,7,45,'Overall Health'
16,6,13,'Mental Health'
13,7,6,'Screenings and Vaccines'
15,6,29,'Smoking and Alcohol Use'
20,5,12,'Overall Health'
18,6,42,'Cognitive Decline'
20,3,51,'Overall Health'
18,6,39,'Cognitive Decline'
17,6,3,'Cognitive Decline'
18,1,50,'Cognitive Decline'
20,6,12,'Overall Health'
36,7,46,'Screenings and Vaccines'
25,3,39,Caregiving
19,3,30,'Overall Health'
9,6,45,'Nutrition/Physical Activity/Obesity'
7,2,45,'Screenings and Vaccines'
13,5,48,'Screenings and Vaccines'
25,4,35,Caregiving
30,5,45,'Cognitive Decline'
27,2,53,Caregiving
2,7,54,'Overall Health'
18,6,36,'Cognitive Decline'
3,3,22,'Overall Health'
25,6,25,Caregiving
10,3,33,'Screenings and Vaccines'
16,2,23,'Mental Health'
1,4,30,'Mental Health'
11,3,41,'Nutrition/Physical Activity/Obesity'
4,2,32,'Screenings and Vaccines'
17,4,39,'Cognitive Decline'
4,5,13,'Screenings and Vaccines'
37,7,14,'Screenings and Vaccines'
13,5,21,'Screenings and Vaccines'
13,7,50,'Screenings and Vaccines'
13,7,30,'Screenings and Vaccines'
20,4,38,'Overall Health'
32,7,15,'Nutrition/Physical Activity/Obesity'
34,5,43,'Overall Health'
34,5,42,'Overall Health'
27,6,17,Caregiving
35,2,38,'Overall Health'
20,6,27,'Overall Health'
14,6,18,'Screenings and Vaccines'
35,6,22,'Overall Health'
15,2,39,'Smoking and Alcohol Use'
12,6,36,'Smoking and Alcohol Use'
1,6,53,'Mental Health'
32,6,36,'Nutrition/Physical Activity/Obesity'
17,1,26,'Cognitive Decline'
29,5,24,'Overall Health'
27,1,39,Caregiving
38,4,35,'Overall Health'
