@relation 'Alzh_test-weka.filters.unsupervised.attribute.Remove-R1-5,8-10,14-17-weka.filters.unsupervised.attribute.Remove-R1-2'

@attribute Data_Value numeric
@attribute Low_Confidence_Limit numeric
@attribute High_Confidence_Limit numeric
@attribute Geolocation numeric
@attribute Class {'Overall Health','Cognitive Decline','Screenings and Vaccines',Caregiving,'Smoking and Alcohol Use','Mental Health','Nutrition/Physical Activity/Obesity'}

@data
0.290319,0.40648,0.167023,3,'Screenings and Vaccines'
0.075433,0.107494,0.032443,8,'Overall Health'
-0.609824,-0.667414,-0.521786,24,'Screenings and Vaccines'
-1.022543,-0.968484,-1.057809,20,'Mental Health'
-0.264658,-0.447356,-0.051172,50,'Cognitive Decline'
0.93646,0.966572,0.898884,21,'Screenings and Vaccines'
0.997942,1.004426,0.96825,2,'Screenings and Vaccines'
0.241301,0.378707,0.098142,12,'Overall Health'
-1.022543,-0.968484,-1.057809,35,'Mental Health'
-0.55635,-0.449858,-0.663853,5,Caregiving
-0.351367,-0.449858,-0.229042,40,'Nutrition/Physical Activity/Obesity'
0.075433,0.107494,0.032443,14,'Overall Health'
-0.939579,-0.861826,-1.012563,4,'Overall Health'
1.471198,1.591467,1.338,23,'Overall Health'
-1.327264,-1.213619,-1.443069,21,'Overall Health'
1.818778,2.02658,1.613524,33,'Overall Health'
-0.725684,-0.801651,-0.607888,43,'Smoking and Alcohol Use'
-0.547438,-0.459116,-0.638023,25,'Nutrition/Physical Activity/Obesity'
0.285862,-0.556322,1.187323,39,'Cognitive Decline'
-1.247053,-1.17196,-1.305307,31,'Screenings and Vaccines'
-0.828175,-0.709074,-0.952292,6,'Overall Health'
-0.427122,-0.273962,-0.582057,12,'Overall Health'
1.444462,1.600725,1.282034,28,'Overall Health'
-0.186489,-0.48226,0.162718,20,'Smoking and Alcohol Use'
1.292952,1.322994,1.238983,26,'Screenings and Vaccines'
0.075433,0.107494,0.032443,51,'Overall Health'
0.075433,0.107494,0.032443,25,'Overall Health'
-0.141928,-0.047148,-0.241957,4,'Nutrition/Physical Activity/Obesity'
-0.2044,-0.28392,-0.097691,35,Caregiving
0.014037,0.087089,-0.061145,21,'Overall Health'
-0.137472,-0.435972,0.205769,26,'Screenings and Vaccines'
-1.50551,-1.445062,-1.4689,39,Caregiving
-1.117744,-1.0579,-1.160363,24,'Smoking and Alcohol Use'
0.673548,-0.181385,1.406881,2,'Overall Health'
-1.01979,-1.347856,0.050787,39,Caregiving
2.130709,2.313569,1.940708,13,'Overall Health'
-0.988596,-0.908115,-1.064224,54,'Nutrition/Physical Activity/Obesity'
-1.296071,-1.227506,-1.352663,37,'Overall Health'
-0.324246,-0.3228,-0.315909,53,'Nutrition/Physical Activity/Obesity'
-1.411931,-1.264537,-1.559306,14,'Overall Health'
1.51576,1.6609,1.368135,49,'Overall Health'
-1.532247,-1.41266,-1.662627,2,'Overall Health'
-1.336176,-1.306197,-1.309612,24,'Smoking and Alcohol Use'
0.997942,1.004426,0.96825,49,'Screenings and Vaccines'
1.177092,1.239674,1.096916,47,'Overall Health'
1.359795,1.410942,1.290644,49,'Screenings and Vaccines'
-1.425299,-1.287681,-1.567916,48,'Overall Health'
0.005125,0.184295,-0.173076,12,'Nutrition/Physical Activity/Obesity'
-1.117744,-1.0579,-1.160363,30,'Smoking and Alcohol Use'
-0.837087,-0.746105,-0.926462,50,'Screenings and Vaccines'
-1.255966,-1.1303,-1.382798,13,'Mental Health'
-1.403018,-1.264537,-1.542086,35,'Overall Health'
-0.90393,-0.829424,-0.969513,10,'Mental Health'
0.784951,0.929541,0.644885,53,'Overall Health'
-1.376282,-1.255279,-1.499035,22,'Overall Health'
-1.349545,-1.273795,-1.430154,23,'Overall Health'
0.869618,0.827706,0.885968,26,'Overall Health'
0.075433,0.107494,0.032443,42,'Overall Health'
-0.507332,-0.616497,-0.362499,54,Caregiving
0.432915,-0.107323,0.950544,26,'Cognitive Decline'
0.058599,0.059316,0.055092,12,'Nutrition/Physical Activity/Obesity'
0.997942,1.004426,0.96825,49,'Screenings and Vaccines'
2.197551,2.447806,1.953623,12,'Overall Health'
0.075433,0.107494,0.032443,25,'Overall Health'
0.075433,0.107494,0.032443,47,'Overall Health'
-1.117744,-1.0579,-1.160363,5,'Smoking and Alcohol Use'
1.306321,1.211901,1.350915,13,'Overall Health'
-0.948491,-1.065496,-0.728429,11,Caregiving
-0.324246,-0.3228,-0.315909,40,'Nutrition/Physical Activity/Obesity'
0.075433,0.107494,0.032443,30,'Overall Health'
-0.935123,-0.991434,-0.81453,10,'Nutrition/Physical Activity/Obesity'
-1.15793,-1.05161,-1.266562,39,Caregiving
-1.469861,-1.338599,-1.606662,5,'Overall Health'
-0.264658,-0.447356,-0.051172,52,'Cognitive Decline'
-0.747964,-0.635013,-0.857581,14,'Nutrition/Physical Activity/Obesity'
-0.948491,-0.838682,-1.059919,46,'Mental Health'
-0.2044,-0.28392,-0.097691,25,Caregiving
-0.264658,-0.447356,-0.051172,40,'Cognitive Decline'
-0.409297,-0.542435,-0.246262,47,'Mental Health'
1.502391,1.383169,1.548948,42,Caregiving
0.254669,-0.051777,0.567394,50,'Screenings and Vaccines'
-0.2044,-0.28392,-0.097691,25,Caregiving
-0.2044,-0.28392,-0.097691,14,Caregiving
0.829513,0.89251,0.761122,21,'Screenings and Vaccines'
-1.189123,-1.08864,-1.283782,32,'Mental Health'
-0.302349,-0.287848,-0.315143,22,Caregiving
-0.324246,-0.3228,-0.315909,20,'Nutrition/Physical Activity/Obesity'
1.136987,1.100808,1.139967,35,'Screenings and Vaccines'
0.075433,0.107494,0.032443,21,'Overall Health'
0.075433,0.107494,0.032443,25,'Overall Health'
0.075433,0.107494,0.032443,22,'Overall Health'
-0.364735,-0.218415,-0.508871,12,'Nutrition/Physical Activity/Obesity'
0.896355,0.869366,0.898884,31,'Overall Health'
0.997942,1.004426,0.96825,39,'Screenings and Vaccines'
0.997942,1.004426,0.96825,39,'Screenings and Vaccines'
-0.525157,-0.496147,-0.547617,26,'Nutrition/Physical Activity/Obesity'
1.056776,1.179499,0.937629,31,'Overall Health'
-1.117744,-1.0579,-1.160363,42,'Smoking and Alcohol Use'
-1.077719,-0.977548,-1.176155,47,'Overall Health'
-0.493964,-0.431343,-0.556227,21,'Nutrition/Physical Activity/Obesity'
-0.49842,-0.468374,-0.530396,37,Caregiving
0.075433,0.107494,0.032443,46,'Overall Health'
1.640532,1.605354,1.617829,21,'Screenings and Vaccines'
-1.287159,-1.306197,-1.283782,39,'Overall Health'
0.997942,1.004426,0.96825,24,'Screenings and Vaccines'
-0.502876,-0.431343,-0.569142,31,'Smoking and Alcohol Use'
0.075433,0.107494,0.032443,33,'Overall Health'
-0.551894,-0.996063,0.192854,39,Caregiving
1.765304,1.841425,1.665184,16,'Screenings and Vaccines'
0.495302,0.61015,0.373666,28,'Screenings and Vaccines'
0.997942,1.004426,0.96825,22,'Screenings and Vaccines'
2.068323,2.128414,1.962233,40,'Screenings and Vaccines'
-0.324246,-0.3228,-0.315909,28,'Nutrition/Physical Activity/Obesity'
0.317056,0.105604,0.520038,39,'Cognitive Decline'
0.075433,0.107494,0.032443,22,'Overall Health'
-0.264658,-0.447356,-0.051172,29,'Cognitive Decline'
0.87853,0.499057,1.174407,41,'Overall Health'
1.087969,1.221159,0.950544,19,'Screenings and Vaccines'
-0.921754,-0.903486,-0.922157,45,'Screenings and Vaccines'
0.075433,0.107494,0.032443,16,'Overall Health'
0.997942,1.004426,0.96825,53,'Screenings and Vaccines'
-1.469861,-1.338599,-1.606662,12,'Overall Health'
-0.716771,-0.861826,-0.491651,32,'Overall Health'
0.997942,1.004426,0.96825,29,'Screenings and Vaccines'
-0.422665,-0.375797,-0.465821,25,'Overall Health'
-0.2044,-0.28392,-0.097691,36,Caregiving
-0.324246,-0.3228,-0.315909,38,'Nutrition/Physical Activity/Obesity'
-0.2044,-0.28392,-0.097691,42,Caregiving
-1.1,-1.023836,-1.167545,46,Caregiving
-1.022543,-0.968484,-1.057809,48,'Mental Health'
0.499758,0.341676,0.64058,46,'Overall Health'
-1.033158,-1.134929,-0.818835,39,Caregiving
0.236845,0.128749,0.343531,36,'Screenings and Vaccines'
-1.022543,-0.968484,-1.057809,17,'Mental Health'
-1.117744,-1.0579,-1.160363,11,'Smoking and Alcohol Use'
-0.133016,-0.551693,0.377971,7,'Nutrition/Physical Activity/Obesity'
0.997942,1.004426,0.96825,40,'Screenings and Vaccines'
-1.037614,-1.084012,-0.926462,11,'Smoking and Alcohol Use'
-0.2044,-0.28392,-0.097691,13,Caregiving
1.22611,1.09618,1.299254,43,'Screenings and Vaccines'
-0.337999,-0.292477,-0.379719,30,'Overall Health'
-1.117744,-1.0579,-1.160363,11,'Smoking and Alcohol Use'
2.607517,2.790341,2.384129,21,'Screenings and Vaccines'
0.548775,0.40648,0.670715,12,'Overall Health'
-1.091088,-1.134929,-0.978123,12,'Nutrition/Physical Activity/Obesity'
-1.131193,-1.042352,-1.219206,10,'Smoking and Alcohol Use'
1.248391,1.401684,1.088306,23,'Overall Health'
-1.242597,-1.17196,-1.296697,26,'Mental Health'
-0.297893,-0.352652,-0.229042,1,'Overall Health'
1.221654,1.198014,1.213153,21,'Screenings and Vaccines'
-0.264658,-0.447356,-0.051172,25,'Cognitive Decline'
2.433727,2.392259,2.310943,12,'Overall Health'
-0.743508,-0.792394,-0.655243,14,'Mental Health'
1.546953,1.522034,1.527422,23,Caregiving
-0.850456,-0.750734,-0.943682,13,'Smoking and Alcohol Use'
-1.113369,-0.991434,-1.232121,50,'Nutrition/Physical Activity/Obesity'
-0.217683,-0.153611,-0.280703,30,'Overall Health'
0.997942,1.004426,0.96825,30,'Screenings and Vaccines'
-1.022543,-0.968484,-1.057809,49,'Mental Health'
0.245757,0.128749,0.352141,12,'Nutrition/Physical Activity/Obesity'
-1.438668,-1.380258,-1.451679,44,'Smoking and Alcohol Use'
-1.443124,-1.310825,-1.580831,1,'Overall Health'
1.105794,0.512944,1.518812,45,Caregiving
-0.957403,-0.931259,-0.960902,11,'Smoking and Alcohol Use'
-0.355823,-0.375797,-0.323754,40,'Nutrition/Physical Activity/Obesity'
-0.12856,-0.03789,-0.220432,16,'Overall Health'
-0.413753,-0.394312,-0.427075,41,'Overall Health'
1.159268,1.151726,1.144272,12,'Overall Health'
-1.443124,-1.338599,-1.542086,36,'Smoking and Alcohol Use'
2.340148,2.3506,2.224842,33,'Screenings and Vaccines'
0.842881,0.480542,1.135662,47,'Screenings and Vaccines'
1.800954,1.980291,1.622134,39,'Overall Health'
-0.49842,-0.547064,-0.435685,40,'Nutrition/Physical Activity/Obesity'
-0.324246,-0.3228,-0.315909,27,'Nutrition/Physical Activity/Obesity'
-1.247053,-1.158073,-1.335443,14,'Cognitive Decline'
1.560321,1.665529,1.441321,39,Caregiving
0.075433,0.107494,0.032443,30,'Overall Health'
1.800954,2.054353,1.557558,12,'Overall Health'
-0.048349,-0.03789,-0.05684,18,'Screenings and Vaccines'
-0.324246,-0.3228,-0.315909,12,'Nutrition/Physical Activity/Obesity'
-1.022543,-0.968484,-1.057809,12,'Mental Health'
-0.502876,-0.412827,-0.590667,48,'Nutrition/Physical Activity/Obesity'
2.678815,2.75331,2.448705,52,'Screenings and Vaccines'
-0.444946,-0.880342,0.210074,39,'Cognitive Decline'
-1.022543,-0.968484,-1.057809,21,'Mental Health'
0.075433,0.107494,0.032443,17,'Overall Health'
0.997942,1.004426,0.96825,44,'Screenings and Vaccines'
-1.184667,-1.107156,-1.257952,36,'Smoking and Alcohol Use'
-0.03498,0.138006,-0.211822,12,'Overall Health'
1.364251,1.443344,1.269119,24,'Overall Health'
-0.493964,-0.36191,-0.629413,12,'Overall Health'
-0.264658,-0.447356,-0.051172,50,'Cognitive Decline'
-1.144562,-1.065496,-1.210596,24,'Smoking and Alcohol Use'
-0.003787,-0.162869,0.167023,12,'Screenings and Vaccines'
-0.12856,-0.68593,0.588919,5,'Nutrition/Physical Activity/Obesity'
1.569234,1.577581,1.527422,39,Caregiving
0.597793,0.489799,0.687936,36,'Overall Health'
-0.979684,-0.912744,-1.042699,30,'Mental Health'
-1.21586,-1.208991,-1.16324,14,'Smoking and Alcohol Use'
-1.492141,-1.357114,-1.628187,12,'Overall Health'
1.849971,1.795137,1.824472,21,Caregiving
-1.434212,-1.29231,-1.576526,6,'Overall Health'
-1.340632,-1.255279,-1.434459,54,'Overall Health'
0.997942,1.004426,0.96825,28,'Screenings and Vaccines'
1.034496,1.230416,0.842918,21,'Screenings and Vaccines'
0.075433,0.107494,0.032443,6,'Overall Health'
0.075433,0.107494,0.032443,46,'Overall Health'
-1.309439,-1.195104,-1.417239,9,'Smoking and Alcohol Use'
-0.346911,-0.449858,-0.216127,39,'Cognitive Decline'
-0.324246,-0.3228,-0.315909,3,'Nutrition/Physical Activity/Obesity'
0.075433,0.107494,0.032443,19,'Overall Health'
-0.264658,-0.447356,-0.051172,40,'Cognitive Decline'
-1.220316,-1.153444,-1.279477,1,'Smoking and Alcohol Use'
0.997942,1.004426,0.96825,39,'Screenings and Vaccines'
-1.117744,-1.0579,-1.160363,1,'Smoking and Alcohol Use'
1.297409,0.735129,1.647964,50,'Overall Health'
-0.2044,-0.28392,-0.097691,48,Caregiving
0.075433,0.107494,0.032443,50,'Overall Health'
-0.944035,-0.880342,-1.003953,38,'Nutrition/Physical Activity/Obesity'
-1.443124,-1.384887,-1.51195,29,'Overall Health'
-1.117744,-1.0579,-1.160363,20,'Smoking and Alcohol Use'
-1.398562,-1.25065,-1.550696,12,'Overall Health'
-1.407475,-1.269166,-1.550696,41,'Overall Health'
0.557688,0.647181,0.464072,39,'Screenings and Vaccines'
-1.04207,-1.037723,-1.021173,29,'Cognitive Decline'
0.075433,0.107494,0.032443,27,'Overall Health'
0.997942,1.004426,0.96825,28,'Screenings and Vaccines'
-1.117744,-1.0579,-1.160363,38,'Smoking and Alcohol Use'
0.116529,-0.010117,0.244514,41,'Screenings and Vaccines'
1.734111,1.591467,1.777116,18,'Overall Health'
0.075433,0.107494,0.032443,3,'Overall Health'
1.177092,1.309107,1.040951,53,'Screenings and Vaccines'
-0.324246,-0.3228,-0.315909,37,'Nutrition/Physical Activity/Obesity'
-0.721227,-0.759992,-0.659548,39,'Cognitive Decline'
1.484567,1.633127,1.333695,54,'Screenings and Vaccines'
1.854427,1.730333,1.871827,7,Caregiving
2.050498,2.063611,1.966539,29,Caregiving
-1.122281,-1.023836,-1.214901,15,'Overall Health'
1.9792,2.142301,1.807251,2,'Overall Health'
0.245757,0.276872,0.210074,32,'Screenings and Vaccines'
-1.064351,-0.977548,-1.150325,53,Caregiving
0.075433,0.107494,0.032443,28,'Overall Health'
0.62453,0.429624,0.791257,40,'Overall Health'
0.075433,0.107494,0.032443,35,'Overall Health'
-1.113369,-1.028465,-1.197681,39,'Cognitive Decline'
0.075433,0.107494,0.032443,23,'Overall Health'
-0.0127,-0.306364,0.3177,12,'Nutrition/Physical Activity/Obesity'
-1.166843,-1.023836,-1.313917,12,'Overall Health'
0.075433,0.107494,0.032443,26,'Overall Health'
1.163724,0.813819,1.402576,1,'Overall Health'
0.997942,1.004426,0.96825,25,'Screenings and Vaccines'
-0.480595,-0.824796,0.020651,5,'Smoking and Alcohol Use'
-0.213226,-1.296939,1.72115,39,'Cognitive Decline'
1.506848,1.461859,1.501592,17,'Overall Health'
-0.017156,-0.047148,0.016346,27,'Overall Health'
-1.278246,-1.208991,-1.352663,40,'Overall Health'
-0.264658,-0.447356,-0.051172,24,'Cognitive Decline'
0.075433,0.107494,0.032443,20,'Overall Health'
0.075433,0.107494,0.032443,11,'Overall Health'
1.792041,1.924745,1.647964,16,'Overall Health'
0.027406,0.175037,-0.125721,12,'Nutrition/Physical Activity/Obesity'
-0.264658,-0.447356,-0.051172,16,'Cognitive Decline'
-1.287159,-1.167331,-1.404324,29,'Mental Health'
0.236845,0.360192,0.115363,47,'Nutrition/Physical Activity/Obesity'
0.997942,1.004426,0.96825,45,'Screenings and Vaccines'
2.46492,2.651475,2.259283,20,'Screenings and Vaccines'
-0.841544,-1.005321,-0.551922,2,Caregiving
-0.779157,-0.759992,-0.7887,8,'Smoking and Alcohol Use'
-0.0127,0.022285,-0.04823,12,'Screenings and Vaccines'
-1.006421,-0.894228,-1.115885,53,'Overall Health'
0.339336,0.369449,0.30909,23,'Screenings and Vaccines'
-0.96186,-0.861826,-1.055614,11,'Mental Health'
-0.703403,-0.602611,-0.80592,53,'Smoking and Alcohol Use'
0.997942,1.004426,0.96825,27,'Screenings and Vaccines'
1.471198,1.656271,1.290644,15,'Screenings and Vaccines'
-1.340632,-1.287681,-1.365578,8,'Mental Health'
0.250213,0.281501,0.214379,53,'Overall Health'
-0.264658,-0.447356,-0.051172,42,'Cognitive Decline'
-0.182033,-0.130467,-0.229042,8,'Overall Health'
-1.117744,-1.0579,-1.160363,15,'Smoking and Alcohol Use'
-1.180211,-1.139558,-1.206291,10,Caregiving
0.997942,1.004426,0.96825,11,'Screenings and Vaccines'
0.075433,0.107494,0.032443,10,'Overall Health'
0.424003,0.346305,0.494208,37,'Overall Health'
0.02295,0.031543,0.016346,29,'Nutrition/Physical Activity/Obesity'
0.075433,0.107494,0.032443,42,'Overall Health'
1.480111,1.697931,1.269119,21,'Screenings and Vaccines'
-0.458315,-0.435972,-0.470126,39,Caregiving
0.075433,0.107494,0.032443,34,'Overall Health'
-0.2044,-0.28392,-0.097691,39,Caregiving
-0.493964,-0.431343,-0.556227,5,'Nutrition/Physical Activity/Obesity'
-0.618736,-0.574837,-0.655243,12,'Overall Health'
1.564778,1.535921,1.548948,22,'Screenings and Vaccines'
-1.001965,-0.92663,-1.077139,30,'Overall Health'
-1.117744,-1.0579,-1.160363,52,'Smoking and Alcohol Use'
0.997942,1.004426,0.96825,50,'Screenings and Vaccines'
-0.264658,-0.447356,-0.051172,17,'Cognitive Decline'
-0.173121,-0.028632,-0.315143,28,'Overall Health'
0.851794,0.795304,0.885968,26,'Overall Health'
2.589692,2.600558,2.405655,21,'Screenings and Vaccines'
-0.703403,-0.56558,-0.840361,11,'Mental Health'
0.997942,1.004426,0.96825,7,'Screenings and Vaccines'
-1.247053,-1.208991,-1.249342,11,'Smoking and Alcohol Use'
1.956919,2.114528,1.785726,17,'Overall Health'
-1.073263,-1.060867,-1.051309,36,'Smoking and Alcohol Use'
-0.271156,-0.167498,-0.375414,39,'Cognitive Decline'
1.261759,1.4202,1.105526,30,'Overall Health'
-0.534069,-0.459116,-0.607888,39,'Nutrition/Physical Activity/Obesity'
-1.304983,-1.269166,-1.348358,32,'Overall Health'
-0.280069,-0.121209,-0.43999,12,'Overall Health'
-0.20877,-0.496147,0.141193,20,'Cognitive Decline'
-0.2044,-0.28392,-0.097691,28,Caregiving
-1.022543,-0.968484,-1.057809,32,'Mental Health'
-1.44758,-1.301568,-1.598051,52,'Overall Health'
0.388354,0.489799,0.28326,18,'Screenings and Vaccines'
-1.022543,-0.968484,-1.057809,54,'Mental Health'
-1.202492,-1.153444,-1.227816,23,Caregiving
0.075433,0.107494,0.032443,18,'Overall Health'
-1.022543,-0.968484,-1.057809,38,'Mental Health'
-1.117744,-1.0579,-1.160363,16,'Smoking and Alcohol Use'
-1.022543,-0.968484,-1.057809,48,'Mental Health'
0.075433,0.107494,0.032443,3,'Overall Health'
-1.117744,-1.0579,-1.160363,45,'Smoking and Alcohol Use'
1.76976,1.98492,1.557558,12,'Overall Health'
0.075433,0.107494,0.032443,47,'Overall Health'
-0.716771,-0.616497,-0.81453,5,'Nutrition/Physical Activity/Obesity'
-1.318352,-1.236764,-1.387103,54,'Overall Health'
-0.2044,-0.28392,-0.097691,4,Caregiving
0.075433,0.107494,0.032443,40,'Overall Health'
-1.465405,-1.33397,-1.598051,5,'Overall Health'
0.075433,0.107494,0.032443,12,'Overall Health'
1.916813,2.10527,1.725455,13,'Overall Health'
0.107616,-0.218415,0.451157,43,'Overall Health'
-1.068807,-1.121042,-0.935072,6,'Mental Health'
0.075433,0.107494,0.032443,23,'Overall Health'
0.10316,0.170408,0.033566,9,'Screenings and Vaccines'
-0.485052,-0.426714,-0.534702,39,'Nutrition/Physical Activity/Obesity'
0.388354,-0.047148,0.808477,52,'Screenings and Vaccines'
0.075433,0.107494,0.032443,35,'Overall Health'
-1.264878,-1.190475,-1.318222,18,'Mental Health'
-0.164209,-0.505405,0.248819,9,'Cognitive Decline'
-0.2044,-0.28392,-0.097691,35,Caregiving
-1.117744,-1.0579,-1.160363,52,'Smoking and Alcohol Use'
-0.222139,-0.172127,-0.267788,30,'Overall Health'
2.34906,2.54964,2.138741,5,'Screenings and Vaccines'
1.551409,1.665529,1.428406,24,'Screenings and Vaccines'
0.997942,1.004426,0.96825,47,'Screenings and Vaccines'
0.075433,0.107494,0.032443,28,'Overall Health'
0.075433,0.107494,0.032443,40,'Overall Health'
-0.302349,-0.269333,-0.332364,41,'Nutrition/Physical Activity/Obesity'
-0.2044,-0.28392,-0.097691,41,Caregiving
-0.324246,-0.3228,-0.315909,10,'Nutrition/Physical Activity/Obesity'
-0.44049,-0.324879,-0.551922,4,'Nutrition/Physical Activity/Obesity'
0.075433,0.107494,0.032443,36,'Overall Health'
0.210108,0.290759,0.128278,22,'Overall Health'
0.201196,0.346305,0.059397,25,'Overall Health'
-0.226595,-0.186013,-0.267788,39,'Nutrition/Physical Activity/Obesity'
0.802776,0.434253,1.105526,9,'Cognitive Decline'
0.997942,1.004426,0.96825,38,'Screenings and Vaccines'
0.343792,0.475913,0.210074,6,'Screenings and Vaccines'
0.997942,1.004426,0.96825,21,'Screenings and Vaccines'
0.134353,0.170408,0.098142,37,'Overall Health'
-0.970772,-1.25065,-0.272093,39,'Cognitive Decline'
1.444462,1.17487,1.600608,46,Caregiving
0.170003,0.184295,0.145498,31,'Nutrition/Physical Activity/Obesity'
0.317056,0.313903,0.313395,3,'Overall Health'
0.997942,1.004426,0.96825,12,'Screenings and Vaccines'
1.453374,1.309107,1.518812,12,Caregiving
0.997942,1.004426,0.96825,29,'Screenings and Vaccines'
0.997942,1.004426,0.96825,53,'Screenings and Vaccines'
0.997942,1.004426,0.96825,24,'Screenings and Vaccines'
-0.264658,-0.447356,-0.051172,2,'Cognitive Decline'
-0.609824,-0.486889,-0.728429,10,'Overall Health'
-0.264658,-0.447356,-0.051172,3,'Cognitive Decline'
-0.400385,-0.783136,0.141193,12,'Nutrition/Physical Activity/Obesity'
-1.022543,-0.968484,-1.057809,18,'Mental Health'
-0.2044,-0.28392,-0.097691,27,Caregiving
0.997942,1.004426,0.96825,28,'Screenings and Vaccines'
0.075433,0.107494,0.032443,39,'Overall Health'
0.165546,-0.102694,0.442547,25,'Screenings and Vaccines'
-0.574175,-0.699816,-0.40555,43,'Nutrition/Physical Activity/Obesity'
2.179726,2.26728,2.05264,36,'Screenings and Vaccines'
-1.536703,-1.440433,-1.602356,45,'Smoking and Alcohol Use'
0.075433,0.107494,0.032443,43,'Overall Health'
-0.09291,-0.084179,-0.09989,37,'Overall Health'
-1.398562,-1.264537,-1.537781,51,'Overall Health'
0.664635,0.239841,1.03234,40,'Screenings and Vaccines'
-1.015333,-1.00995,-0.995343,2,'Overall Health'
-0.293437,-0.148983,-0.43999,12,'Overall Health'
-1.022543,-0.968484,-1.057809,8,'Mental Health'
0.075433,0.107494,0.032443,2,'Overall Health'
-1.117744,-1.0579,-1.160363,42,'Smoking and Alcohol Use'
-1.162386,-1.037723,-1.288087,10,'Mental Health'
0.075433,0.107494,0.032443,15,'Overall Health'
